line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L097,S097,367400,371400,00:06:07:12,One old axe gave me gold and silver.,古い斧一本で金と銀が手に入った,Una vieja hacha me dio oro y plata.,Um machado velho me deu ouro e prata.,Satu kapak tua memberiku emas dan perak.,낡은 도끼 하나로 금과 은을 손에 넣었구나.,Bir eski balta bana altınla gümüş kazandırdı.
L098,S098,371400,375733,00:06:11:12,"If I have many axes, I will be rich.",斧がたくさんあればわしは大金持ちじゃ,"Si tengo muchas hachas, seré rico.","Se eu tiver muitos machados, vou ficar rico.","Kalau aku punya banyak kapak, aku akan menjadi kaya.",도끼가 많이 있으면 나는 큰부자가 될 것이다.,Eğer çok baltam olursa zengin olurum.
L099,S099,375733,382100,00:06:15:22,"The next day, the old man sold the gold axe and the silver axe.",次の日 ジジイは金の斧と銀の斧を売りました,"Al día siguiente, el viejo vendió el hacha de oro y el hacha de plata.","No dia seguinte, o velho vendeu o machado de ouro e o machado de prata.","Keesokan harinya, lelaki tua itu menjual kapak emas dan kapak perak itu.","다음 날, 노인은 금도끼와 은도끼를 팔았습니다.",Ertesi gün yaşlı adam altın baltayı ve gümüş baltayı sattı.
L100,S100,382100,385867,00:06:22:03,"With that money, he bought old axes.",そのお金で古い斧を買い集めました,"Con ese dinero, compró hachas viejas.","Com esse dinheiro, ele comprou machados velhos.","Dengan uang itu, ia membeli banyak kapak tua.",그 돈으로 낡은 도끼들을 사 모았습니다.,O parayla eski baltalar satın aldı.
L101,S101,385867,389467,00:06:25:26,"But soon, he looked unhappy.",しかしすぐに不満そうな顔をしました,Pero pronto puso una cara de descontento.,Mas logo ele fez uma cara de insatisfação.,"Tetapi tak lama kemudian, wajahnya tampak tidak puas.",하지만 곧 그는 불만스러운 표정을 지었습니다.,Ama kısa süre sonra mutsuz bir yüz ifadesi takındı.
L102,S102,389467,392600,00:06:29:14,This is not enough.,これだけでは足りん,Esto no es suficiente.,Isso não é suficiente.,Ini masih belum cukup.,이것만으로는 부족해.,Bu yetmez.
L103,S103,392600,397067,00:06:32:18,The old man took out all the money in his house.,ジジイは家にあるお金をすべて出しました,El viejo sacó todo el dinero que tenía en su casa.,O velho tirou todo o dinheiro que tinha em casa.,Lelaki tua itu mengeluarkan semua uang yang ada di rumahnya.,노인은 집에 있는 돈을 모두 꺼냈습니다.,Yaşlı adam evindeki bütün parayı ortaya çıkardı.
L104,S104,397067,400067,00:06:37:02,But he still wanted more.,それでも足りないと思いました,Pero aun así quería más.,Mas ele ainda queria mais.,Tetapi ia masih merasa belum cukup.,하지만 그는 여전히 더 원했습니다.,Ama yine de daha fazlasını istiyordu.
L105,S105,400067,405300,00:06:40:02,"He sold his furniture, his clothes, and his dishes.",家具も服も食器も売りました,"Vendió sus muebles, su ropa y sus platos.","Ele vendeu seus móveis, suas roupas e sua louça.","Ia menjual perabotannya, pakaiannya, dan piring-piringnya.","그는 가구도, 옷도, 식기도 모두 팔았습니다.","Mobilyalarını, kıyafetlerini ve tabaklarını sattı."
L106,S106,405300,409833,00:06:45:09,"In the end, he even sold his house.",最後には住んでいた家まで売りました,"Al final, incluso vendió su casa.","No fim, ele até vendeu a casa onde morava.","Pada akhirnya, ia bahkan menjual rumah tempat tinggalnya.",결국에는 살고 있던 집까지 팔았습니다.,Sonunda oturduğu evi bile sattı.
L107,S107,409833,413533,00:06:49:25,This is an investment in my future.,未来への投資じゃ,Esta es una inversión para mi futuro.,Isto é um investimento no meu futuro.,Ini adalah investasi untuk masa depanku.,이건 미래를 위한 투자다.,Bu benim geleceğime bir yatırımdır.
L108,S108,413533,418300,00:06:53:16,"Soon, many old axes were piled on a cart.",荷車いっぱいの古い斧が積まれました,"Pronto, muchas hachas viejas estaban apiladas en un carro.","Logo, muitos machados velhos estavam empilhados numa carroça.","Tak lama kemudian, banyak kapak tua menumpuk di atas gerobak.",곧 수레 가득 낡은 도끼들이 쌓였습니다.,Kısa süre sonra bir arabanın üstüne birçok eski balta yığıldı.
L109,S109,418300,421600,00:06:58:09,Now I will be rich.,これでわしは大金持ちじゃ,Ahora seré rico.,Agora vou ficar rico.,Sekarang aku akan menjadi kaya raya.,이제 나는 큰부자가 될 거야.,Artık zengin olacağım.
L110,S110,421600,426033,00:07:01:18,The old man pulled the cart back to the forest.,ジジイは荷車を引いて再び森へ向かいました,El viejo llevó el carro de vuelta al bosque.,O velho puxou a carroça e voltou para a floresta.,Lelaki tua itu menarik gerobak itu dan kembali menuju hutan.,노인은 수레를 끌고 다시 숲으로 향했습니다.,Yaşlı adam arabayı çekip yeniden ormana doğru gitti.
L111,S111,426033,429800,00:07:06:01,The cart was full of old axes.,荷車には古い斧がいっぱいでした,El carro estaba lleno de hachas viejas.,A carroça estava cheia de machados velhos.,Gerobak itu penuh dengan kapak tua.,수레에는 낡은 도끼가 가득했습니다.,Araba eski baltalarla doluydu.
L112,S112,429800,434500,00:07:09:24,"When he reached the spring, he took a deep breath.",泉に着くと大きく息を吐きました,"Cuando llegó al manantial, respiró hondo.","Quando chegou à fonte, ele soltou um longo suspiro.","Saat tiba di mata air, ia menarik napas dalam-dalam.",샘에 도착하자 그는 크게 숨을 내쉬었습니다.,Pınara vardığında derin bir nefes aldı.
L113,S113,434500,438333,00:07:14:15,One by one is too much work.,一本ずつやるのは面倒じゃ,Hacerlo una por una es demasiado trabajo.,Fazer isso um por um dá muito trabalho.,Melakukannya satu per satu itu terlalu merepotkan.,하나씩 하는 건 너무 귀찮아.,Bunu tek tek yapmak çok zahmetli.
L114,S114,438333,442500,00:07:18:10,Then he threw the old axes into the spring.,そして古い斧を泉に投げ入れました,Entonces arrojó las viejas hachas al manantial.,Então ele jogou os machados velhos na fonte.,Lalu ia melemparkan kapak-kapak tua itu ke dalam mata air.,그리고 그는 낡은 도끼들을 샘에 던져 넣었습니다.,Sonra eski baltaları pınara fırlattı.
L115,S115,442500,447467,00:07:22:15,The axes splashed and sank one after another.,斧は次々と沈んでいきました,Las hachas salpicaron y se hundieron una tras otra.,Os machados espirraram água e afundaram um após o outro.,Kapak-kapak itu menciprat dan tenggelam satu demi satu.,도끼들은 첨벙거리며 하나씩 가라앉았습니다.,Baltalar su sıçratarak art arda battı.
L116,S116,447467,449633,00:07:27:14,One axe.,一本,Una hacha.,Um machado.,Satu kapak.,한 자루.,Bir balta.
L117,S117,449633,452067,00:07:29:19,Ten axes.,十本,Diez hachas.,Dez machados.,Sepuluh kapak.,열 자루.,On balta.
L118,S118,452067,454933,00:07:32:02,One hundred axes.,百本,Cien hachas.,Cem machados.,Seratus kapak.,백 자루.,Yüz balta.
L119,S119,454933,458800,00:07:34:28,"Still, the old man did not stop.",それでもジジイは止まりません,"Aun así, el viejo no se detuvo.","Mesmo assim, o velho não parou.","Meski begitu, lelaki tua itu tidak berhenti.",그래도 노인은 멈추지 않았습니다.,Yine de yaşlı adam durmadı.
L120,S120,458800,461767,00:07:38:24,Gold and silver.,金じゃ 銀じゃ,Oro y plata.,Ouro e prata.,Emas dan perak.,"금이다, 은이다.","Altın da, gümüş de."
L121,S121,461767,464500,00:07:41:23,All of it is mine.,全部わしのものじゃ,Todo eso es mío.,Tudo isso é meu.,Semuanya milikku.,전부 다 내 것이다.,Hepsi benim.
L122,S122,464500,469467,00:07:44:15,"At last, he threw every axe into the spring.",ついに全ての斧を泉に投げ入れました,"Por fin, arrojó todas las hachas al manantial.","Por fim, ele jogou todos os machados na fonte.","Akhirnya, ia melemparkan semua kapak ke dalam mata air.",마침내 그는 모든 도끼를 샘에 던져 넣었습니다.,Sonunda bütün baltaları pınara fırlattı.
L123,S123,469467,471867,00:07:49:14,Come out now.,さあ 出てこい,Sal ahora.,Agora saia daí.,Sekarang keluarlah.,"자, 이제 나와라.","Hadi, şimdi çık."
L124,S124,471867,475133,00:07:51:26,Bring me all the gold axes.,金の斧を全部持ってくるんじゃ,Tráeme todas las hachas de oro.,Traga todos os machados de ouro para mim.,Bawakan semua kapak emas itu untukku.,금도끼를 전부 가져오너라.,Bana bütün altın baltaları getir.
L125,S125,475133,477700,00:07:55:04,But nothing happened.,しかし何も起きませんでした,Pero no pasó nada.,Mas nada aconteceu.,Tetapi tidak terjadi apa-apa.,하지만 아무 일도 일어나지 않았습니다.,Ama hiçbir şey olmadı.
L126,S126,477700,480733,00:07:57:21,The water was still quiet.,泉の水面は静かなままです,El agua del manantial seguía tranquila.,A água da fonte continuou calma.,Permukaan air tetap tenang.,샘의 수면은 여전히 고요했습니다.,Pınarın suyu hâlâ sakindi.
L127,S127,480733,484133,00:08:00:22,The fairy still did not appear.,さらに待っても妖精は出てきません,La hada seguía sin aparecer.,A fada ainda não apareceu.,Peri itu tetap tidak muncul.,아무리 기다려도 요정은 나타나지 않았습니다.,Peri yine de ortaya çıkmadı.
L128,S128,484133,487433,00:08:04:04,The old man shouted at the spring.,ジジイは泉に向かって怒鳴りました,El viejo le gritó al manantial.,O velho gritou para a fonte.,Lelaki tua itu berteriak ke arah mata air.,노인은 샘을 향해 소리쳤습니다.,Yaşlı adam pınara bağırdı.
L129,S129,487433,491467,00:08:07:13,I spent everything I had!,こっちは全財産を使ったんじゃぞ,¡Gasté todo lo que tenía!,Eu gastei tudo o que tinha!,Aku sudah menghabiskan semua yang kumiliki!,이쪽은 전 재산을 다 썼단 말이다!,Ben elimdeki her şeyi harcadım!
L130,S130,491467,494067,00:08:11:14,Come out right now!,早く出てこんか,¡Sal ahora mismo!,Saia agora mesmo!,Cepat keluar sekarang!,당장 나와라!,Hemen şimdi çık!
L131,S131,494067,497133,00:08:14:02,You came out yesterday!,昨日は出てきたじゃろうが,¡Ayer sí saliste!,Você saiu ontem!,"Kemarin kau keluar, kan!",어제는 나왔잖아!,Dün çıkmıştın!
L132,S132,497133,499800,00:08:17:04,Why not today?,今日はなぜ出てこないんじゃ,¿Por qué hoy no?,Por que hoje não?,Kenapa hari ini tidak?,오늘은 왜 안 나오는 거냐?,Bugün neden çıkmıyorsun?
L133,S133,499800,503667,00:08:19:24,Then the same fairy came out of the water.,すると昨日と同じ妖精が水の中から現れました,Entonces la misma hada salió del agua.,Então a mesma fada saiu da água.,Lalu peri yang sama keluar dari dalam air.,그러자 어제와 같은 요정이 물속에서 나타났습니다.,Sonra aynı peri sudan çıktı.
L134,S134,503667,507600,00:08:23:20,"But this time, she was not smiling.",しかし今度の妖精は笑っていません,Pero esta vez no estaba sonriendo.,"Mas desta vez, ela não estava sorrindo.","Tetapi kali ini, ia tidak tersenyum.",하지만 이번에는 웃고 있지 않았습니다.,Ama bu kez gülümsemiyordu.
L135,S135,507600,511933,00:08:27:18,Many old axes were lying in the spring.,泉の中には大量の古い斧が沈んでいました,Muchas hachas viejas estaban en el fondo del manantial.,Muitos machados velhos estavam no fundo da fonte.,Banyak kapak tua tergeletak di dalam mata air.,샘 속에는 낡은 도끼들이 잔뜩 가라앉아 있었습니다.,Pınarın içinde bir sürü eski balta yatıyordu.
L136,S136,511933,515433,00:08:31:28,You did not drop your axes.,あなたは斧を落としたのではありません,Tú no dejaste caer tus hachas.,Você não deixou seus machados caírem.,Kamu tidak menjatuhkan kapak-kapakmu.,당신은 도끼를 떨어뜨린 것이 아닙니다.,Sen baltalarını düşürmedin.
L137,S137,515433,518733,00:08:35:13,You threw them into this spring.,この泉に斧を捨てたのです,Las arrojaste a este manantial.,Você os jogou nesta fonte.,Kamu melemparkannya ke mata air ini.,이 샘에 도끼를 던져 버린 것입니다.,Onları bu pınara attın.
L138,S138,518733,522067,00:08:38:22,It is the same thing!,同じじゃろ,¡Es lo mismo!,É a mesma coisa!,Itu sama saja!,같은 거잖아!,Aynı şey işte!
L139,S139,522067,525533,00:08:42:02,Bring me the gold axes now!,早く金の斧を出せ,¡Tráeme ahora las hachas de oro!,Traga logo os machados de ouro!,Cepat keluarkan kapak-kapak emas itu!,당장 금도끼를 내놔라!,Hemen altın baltaları bana getir!
L140,S140,525533,527767,00:08:45:16,Shut up.,黙れ,Cállate.,Cale a boca.,Diam.,닥쳐.,Kes sesini.
L141,S141,527767,530867,00:08:47:23,You threw too many axes.,お前斧投げすぎ,Arrojaste demasiadas hachas.,Você jogou machados demais.,Kamu melempar kapak terlalu banyak.,너 도끼를 너무 많이 던졌어.,Çok fazla balta attın.
L142,S142,530867,533800,00:08:50:26,Some of them hit my head.,何本か頭に当たったわ,Algunas me golpearon en la cabeza.,Alguns deles bateram na minha cabeça.,Beberapa di antaranya mengenai kepalaku.,몇 자루는 내 머리에 맞았어.,Bazıları başıma çarptı.
L143,S143,533800,536333,00:08:53:24,That really hurt.,めちゃくちゃ痛かったわ,Eso dolió muchísimo.,Isso doeu muito.,Itu benar-benar sakit.,엄청 아팠다고.,Bu gerçekten çok acıttı.
L144,S144,536333,540100,00:08:56:10,I will not give you a single axe.,お前にやる斧なんか一本もない,No te daré ni una sola hacha.,Não vou lhe dar nem um machado sequer.,Aku tidak akan memberimu satu kapak pun.,너에게 줄 도끼는 한 자루도 없다.,Sana bir tane bile balta vermeyeceğim.
L145,S145,540100,542033,00:09:00:03,Wait.,待て,Espera.,Espere.,Tunggu.,잠깐.,Bekle.
L146,S146,542033,545533,00:09:02:01,What about my gold axes?,わしの金の斧はどうなるんじゃ,¿Y qué pasa con mis hachas de oro?,E os meus machados de ouro?,Lalu bagaimana dengan kapak-kapak emasku?,내 금도끼는 어떻게 되는 거냐?,Peki benim altın baltalarım ne olacak?
L147,S147,545533,548233,00:09:05:16,Do not worry.,安心しろ,No te preocupes.,Não se preocupe.,Tenang saja.,안심해라.,Merak etme.
L148,S148,548233,551833,00:09:08:07,You do not need money anymore.,お前にはもうお金は必要ない,Ya no necesitas dinero.,Você não precisa mais de dinheiro.,Kamu sudah tidak membutuhkan uang lagi.,너는 이제 돈이 필요 없으니까.,Senin artık paraya ihtiyacın yok.
L149,S149,551833,555600,00:09:11:25,The fairy grabbed the old man's leg.,妖精はジジイの足を掴みました,La hada agarró la pierna del viejo.,A fada agarrou a perna do velho.,Peri itu mencengkeram kaki lelaki tua itu.,요정은 노인의 다리를 붙잡았습니다.,Peri yaşlı adamın bacağını yakaladı.
L150,S150,555600,557600,00:09:15:18,Stop!,やめろ,¡Para!,Pare!,Hentikan!,그만둬!,Bırak!
L151,S151,557600,560033,00:09:17:18,I was wrong!,わしが悪かった,¡Fue culpa mía!,A culpa foi minha!,Aku yang salah!,내가 잘못했다!,Ben hatalıydım!
L152,S152,560033,562567,00:09:20:01,Shut up.,うるさい,Cállate.,Cale a boca.,Diam.,시끄러워.,Kes sesini.
L153,S153,562567,565433,00:09:22:17,It is too late.,もう遅い,Ya es demasiado tarde.,Já é tarde demais.,Sudah terlambat.,이미 늦었어.,Artık çok geç.
L154,S154,565433,569200,00:09:25:13,The old man was pulled into the spring.,ジジイは泉の中へ引き込まれてしまいました,El viejo fue arrastrado al manantial.,O velho foi puxado para dentro da fonte.,Lelaki tua itu ditarik masuk ke dalam mata air.,노인은 샘 속으로 끌려 들어가 버렸습니다.,Yaşlı adam pınarın içine çekildi.
L155,S155,569200,574800,00:09:29:06,"After the water moved, the forest became quiet again.",水面が揺れたあと 森はまた静かになりました,"Después de que el agua se movió, el bosque volvió a quedar en silencio.","Depois que a água se mexeu, a floresta voltou a ficar em silêncio.","Setelah permukaan air bergoyang, hutan kembali menjadi sunyi.","수면이 흔들린 뒤, 숲은 다시 조용해졌습니다.",Su hareket ettikten sonra orman yeniden sessizleşti.
L156,S156,574800,577633,00:09:34:24,And the old man was gone.,そしてジジイの姿はもうありません,Y el viejo ya no estaba.,E o velho já não estava mais lá.,Dan lelaki tua itu sudah tidak ada lagi.,그리고 노인의 모습은 이미 사라지고 없었습니다.,Ve yaşlı adam ortadan kayboldu.
