line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L058,S026,358800,364067,00:05:58:24,"But Jobs did not stay there without moving forward.",でも、ジョブズはそこで立ち止まったままではいませんでした。,"Pero Jobs no se quedó allí sin seguir adelante.","Mas Jobs não ficou ali sem seguir em frente.","Tetapi Jobs tidak berhenti di sana tanpa bergerak maju.","하지만 잡스는 그 자리에 멈춰 서 있기만 하지는 않았습니다.","Ama Jobs orada öylece kalıp ilerlememediği biri olmadı."
L059,S026,364067,372300,00:06:04:02,"Even while carrying the weight of what he had lost, he began to move again in a new place.",失ったものの大きさを抱えながらも、彼はまた新しい場所で動き始めました。,"Incluso cargando con el peso de lo que había perdido, volvió a moverse en un lugar nuevo.","Mesmo carregando o peso do que havia perdido, ele voltou a se mover em um novo lugar.","Bahkan sambil memikul beratnya apa yang telah ia kehilangan, ia mulai bergerak lagi di tempat yang baru.","잃어버린 것의 무게를 안은 채로도, 그는 새로운 곳에서 다시 움직이기 시작했습니다.","Kaybettiği şeyin ağırlığını taşırken bile, yeni bir yerde yeniden hareket etmeye başladı."
L060,S026,372300,380600,00:06:12:09,"He started a new company called NeXT and tried once again to shape the future with his own ideas.",彼はNeXTという新しい会社を作り、もう一度、自分の考えで未来を形にしようとしました。,"Fundó una nueva empresa llamada NeXT e intentó una vez más dar forma al futuro con sus propias ideas.","Ele criou uma nova empresa chamada NeXT e tentou, mais uma vez, moldar o futuro com suas próprias ideias.","Ia memulai perusahaan baru bernama NeXT dan sekali lagi mencoba membentuk masa depan dengan ide-idenya sendiri.","그는 NeXT라는 새로운 회사를 세우고, 다시 한 번 자신의 생각으로 미래를 만들어 가려고 했습니다.","NeXT adında yeni bir şirket kurdu ve bir kez daha kendi fikirleriyle geleceğe şekil vermeye çalıştı."
L061,S027,380600,386667,00:06:20:18,"He also became deeply involved with a new place called Pixar.",そして彼は、Pixarという新しい場所にも深く関わっていきました。,"También se involucró profundamente con un nuevo lugar llamado Pixar.","Ele também se envolveu profundamente com um novo lugar chamado Pixar.","Ia juga menjadi sangat terlibat dengan tempat baru bernama Pixar.","그리고 그는 Pixar라는 새로운 곳에도 깊이 관여하게 되었습니다.","Ayrıca Pixar adındaki yeni bir yere de derinden dâhil oldu."
L062,S027,386667,395767,00:06:26:20,"Jobs continued to create things in different ways and began to build a new flow in another world.",ジョブズは、別の形でものを作り、別の世界に新しい流れを生み出していきました。,"Jobs siguió creando cosas de diferentes maneras y comenzó a construir un nuevo flujo en otro mundo.","Jobs continuou criando coisas de maneiras diferentes e começou a construir um novo fluxo em outro mundo.","Jobs terus menciptakan hal-hal dengan cara yang berbeda dan mulai membangun arus baru di dunia yang lain.","잡스는 다른 방식으로 계속 무언가를 만들어 내며, 또 다른 세계에서 새로운 흐름을 만들어 갔습니다.","Jobs farklı yollarla üretmeye devam etti ve başka bir dünyada yeni bir akış kurmaya başladı."
L063,S028,395767,402667,00:06:35:23,"Even after losing so much, his desire to create never stopped.",失ったあとも、彼の中の「作りたい」という気持ちは止まっていませんでした。,"Incluso después de perder tanto, su deseo de crear nunca se detuvo.","Mesmo depois de perder tanta coisa, seu desejo de criar nunca parou.","Bahkan setelah kehilangan begitu banyak, keinginannya untuk mencipta tidak pernah berhenti.","많은 것을 잃은 뒤에도, 그의 안에 있던 만들고 싶다는 마음은 멈추지 않았습니다.","Bu kadar çok şey kaybettikten sonra bile, yaratma arzusu hiç durmadı."
L064,S028,402667,410200,00:06:42:20,"He could not go back to the same path as before, but he did not stop moving forward.",彼は前と同じ道には戻れなくても、前に進むことはやめませんでした。,"No podía volver al mismo camino de antes, pero no dejó de avanzar.","Ele não podia voltar ao mesmo caminho de antes, mas não deixou de seguir em frente.","Ia tidak bisa kembali ke jalan yang sama seperti sebelumnya, tetapi ia tidak berhenti melangkah maju.","그는 예전과 같은 길로 돌아갈 수는 없었지만, 앞으로 나아가는 것을 멈추지 않았습니다.","Aynı yola eskisi gibi geri dönemedi, ama ilerlemeyi bırakmadı."
L065,S028,410200,415967,00:06:50:06,"That new movement would later lead to the next big change.",その新しい動きが、やがて次の大きな流れにつながっていきます。,"Ese nuevo movimiento más tarde conduciría al siguiente gran cambio.","Esse novo movimento mais tarde levaria à próxima grande mudança.","Gerakan baru itu nantinya akan membawa pada perubahan besar berikutnya.","그 새로운 움직임은 훗날 다음 큰 변화로 이어지게 됩니다.","O yeni hareket, daha sonra bir sonraki büyük değişime yol açacaktı."
L066,S029,415967,422200,00:06:55:29,"As time passed, Apple began to lose the strength it once had.",時が流れるあいだに、Appleは前のような勢いを失っていきました。,"A medida que pasaba el tiempo, Apple comenzó a perder la fuerza que alguna vez tuvo.","Com o passar do tempo, a Apple começou a perder a força que um dia teve.","Seiring waktu berlalu, Apple mulai kehilangan kekuatan yang pernah dimilikinya.","시간이 흐르는 동안 Apple은 예전 같은 기세를 잃어 가고 있었습니다.","Zaman geçtikçe, Apple bir zamanlar sahip olduğu gücü kaybetmeye başladı."
L067,S029,422200,428967,00:07:02:06,"The company that once amazed the world was now going through a difficult time.",かつて世界を驚かせた会社は、苦しい時間の中にいました。,"La empresa que una vez asombró al mundo estaba atravesando ahora un momento difícil.","A empresa que antes surpreendia o mundo agora atravessava um período difícil.","Perusahaan yang pernah membuat dunia kagum itu kini sedang melalui masa yang sulit.","한때 세상을 놀라게 했던 그 회사는 이제 힘든 시기를 지나고 있었습니다.","Bir zamanlar dünyayı şaşırtan şirket şimdi zor bir dönemden geçiyordu."
L068,S030,428967,435133,00:07:08:29,"In the middle of that, Jobs returned to the place he had once left.",そんな中、ジョブズは自分がかつて去った場所へ戻ることになったのです。,"En medio de eso, Jobs regresó al lugar que una vez había dejado.","No meio disso tudo, Jobs voltou ao lugar que um dia havia deixado.","Di tengah semua itu, Jobs kembali ke tempat yang pernah ia tinggalkan.","그런 가운데, 잡스는 자신이 한때 떠났던 그곳으로 돌아오게 되었습니다.","İşte tam bu sırada, Jobs bir zamanlar ayrıldığı yere geri döndü."
L069,S030,435133,440600,00:07:15:04,"It was not simply a return to a company from the past.",それは、ただ昔の会社に戻るということではありませんでした。,"No era simplemente volver a una empresa del pasado.","Não se tratava simplesmente de voltar para uma empresa do passado.","Itu bukan sekadar kembali ke perusahaan dari masa lalu.","그것은 단순히 옛 회사로 돌아간다는 뜻이 아니었습니다.","Bu, sadece geçmişteki bir şirkete geri dönmek değildi."
L070,S031,440600,445700,00:07:20:18,"It meant standing once again in a place he had lost.",一度失った場所に、もう一度立つということでした。,"Significaba volver a estar de pie en un lugar que había perdido.","Significava ficar de pé mais uma vez em um lugar que ele havia perdido.","Itu berarti berdiri sekali lagi di tempat yang pernah ia kehilangan.","그것은 한 번 잃었던 자리에 다시 서게 된다는 뜻이었습니다.","Bu, kaybettiği bir yerde bir kez daha ayakta durmak anlamına geliyordu."
L071,S031,445700,451133,00:07:25:21,"The story that once seemed to have ended was not over yet.",あのとき終わったように見えた物語は、まだ終わっていませんでした。,"La historia que una vez pareció haber terminado aún no había acabado.","A história que um dia pareceu ter terminado ainda não havia acabado.","Kisah yang dulu tampak telah berakhir itu ternyata belum selesai.","그때 끝난 것처럼 보였던 이야기는 아직 끝나지 않았습니다.","Bir zamanlar bitmiş gibi görünen hikâye henüz sona ermemişti."
L072,S032,451133,457733,00:07:31:04,"Jobs returned to Apple and began to move the stopped flow once again.",ジョブズは再びAppleに戻り、止まっていた流れをもう一度動かそうとしていました。,"Jobs regresó a Apple y empezó a mover una vez más el flujo que se había detenido.","Jobs voltou para a Apple e começou, mais uma vez, a pôr em movimento o fluxo que havia parado.","Jobs kembali ke Apple dan mulai menggerakkan lagi arus yang sempat terhenti.","잡스는 다시 Apple로 돌아와, 멈춰 있던 흐름을 다시 움직이기 시작했습니다.","Jobs Apple'a geri döndü ve durmuş olan akışı bir kez daha hareket ettirmeye başladı."
L073,S032,457733,465100,00:07:37:22,"After Jobs returned, the atmosphere inside Apple slowly began to change.",ジョブズが戻ったあと、Appleの空気は少しずつ変わっていきました。,"Después de que Jobs regresó, el ambiente dentro de Apple empezó a cambiar poco a poco.","Depois que Jobs voltou, o clima dentro da Apple começou, aos poucos, a mudar.","Setelah Jobs kembali, suasana di dalam Apple perlahan mulai berubah.","잡스가 돌아온 뒤, Apple 안의 분위기는 조금씩 바뀌기 시작했습니다.","Jobs geri döndükten sonra, Apple'ın içindeki hava yavaş yavaş değişmeye başladı."
L074,S032,465100,471700,00:07:45:03,"Once again, he tried to clearly show the direction the company should take.",彼はもう一度、会社が進むべき方向をはっきり示そうとしました。,"Una vez más, intentó mostrar con claridad la dirección que la empresa debía tomar.","Mais uma vez, ele tentou mostrar com clareza a direção que a empresa deveria seguir.","Sekali lagi, ia berusaha dengan jelas menunjukkan arah yang harus diambil perusahaan.","그는 다시 한 번 회사가 나아가야 할 방향을 분명하게 보여 주려고 했습니다.","Bir kez daha, şirketin gitmesi gereken yönü açıkça göstermeye çalıştı."
L075,S033,471700,477667,00:07:51:21,"Little by little, new energy began to return to Apple.",Appleの中には、少しずつ新しい力が戻っていきました。,"Poco a poco, una nueva energía comenzó a regresar a Apple.","Pouco a pouco, uma nova energia começou a voltar para a Apple.","Sedikit demi sedikit, energi baru mulai kembali ke Apple.","Apple 안에는 조금씩 새로운 힘이 돌아오기 시작했습니다.","Yavaş yavaş, yeni enerji Apple'a geri dönmeye başladı."
L076,S033,477667,483133,00:07:57:20,"It was no longer a company stuck in a time of struggle.",前のように苦しい時間だけが続く会社ではなくなっていったのです。,"Ya no era una empresa atrapada en una época de dificultades.","Ela já não era mais uma empresa presa a um período de dificuldades.","Apple tidak lagi menjadi perusahaan yang terjebak dalam masa-masa sulit.","Apple은 더 이상 예전처럼 힘든 시간만 계속되는 회사가 아니게 되어 갔습니다.","Artık o, zorlukların içinde sıkışıp kalmış bir şirket değildi."
L077,S034,483133,486800,00:08:03:04,"Jobs had not just come back.",ジョブズは、ただ戻ってきただけではありませんでした。,"Jobs no solo había regresado.","Jobs não havia apenas voltado.","Jobs tidak sekadar kembali.","잡스는 그저 돌아오기만 한 것이 아니었습니다.","Jobs sadece geri dönmemişti."
L078,S034,486800,491200,00:08:06:24,"He was once again trying to create something new.",彼はまた、新しいものを生み出そうとしていました。,"Una vez más, estaba intentando crear algo nuevo.","Ele estava, mais uma vez, tentando criar algo novo.","Ia sekali lagi sedang berusaha menciptakan sesuatu yang baru.","그는 다시 새로운 무언가를 만들어 내려고 하고 있었습니다.","O, bir kez daha yeni bir şey yaratmaya çalışıyordu."
L079,S034,491200,495767,00:08:11:06,"Apple began to move forward once again.",Appleは、もう一度前へ進み始めました。,"Apple comenzó a avanzar una vez más.","A Apple começou a seguir em frente novamente.","Apple mulai melangkah maju sekali lagi.","Apple은 다시 한 번 앞으로 나아가기 시작했습니다.","Apple bir kez daha ileriye doğru hareket etmeye başladı."
L080,S035,495767,503667,00:08:15:23,"The story of Steve Jobs is not just about a man who achieved success again and again.",スティーブ・ジョブズの物語は、ただ成功を重ねた人の話ではありませんでした。,"La historia de Steve Jobs no es solo la de un hombre que logró el éxito una y otra vez.","A história de Steve Jobs não é apenas a de um homem que alcançou o sucesso repetidas vezes.","Kisah Steve Jobs bukan hanya tentang seorang pria yang meraih kesuksesan berulang kali.","스티브 잡스의 이야기는 단지 성공을 거듭한 사람의 이야기가 아니었습니다.","Steve Jobs'ın hikâyesi, sadece tekrar tekrar başarıya ulaşan bir adamın hikâyesi değildir."
L081,S035,503667,511367,00:08:23:20,"It began small, reached great success, and then lost something very important.",小さく始まり、大きな成功を手にし、そして大きなものを失いました。,"Comenzó en pequeño, alcanzó un gran éxito y luego perdió algo muy importante.","Ela começou pequena, alcançou um grande sucesso e depois perdeu algo muito importante.","Kisah itu dimulai dari hal kecil, mencapai keberhasilan besar, lalu kehilangan sesuatu yang sangat penting.","그것은 작게 시작해 큰 성공에 이르렀고, তারপর 매우 소중한 것을 잃었습니다.","Küçük başladı, büyük bir başarıya ulaştı ve sonra çok önemli bir şeyi kaybetti."
L082,S036,511367,515333,00:08:31:11,"Even so, he did not stop there.",それでも彼は、そこで終わりませんでした。,"Aun así, no se detuvo allí.","Mesmo assim, ele não parou ali.","Meski begitu, ia tidak berhenti di sana.","그럼에도 그는 거기서 멈추지 않았습니다.","Yine de orada durmadı."
L083,S036,515333,520900,00:08:35:10,"Even during difficult times, he never stopped creating.",苦しい時間の中でも、作ることをやめませんでした。,"Incluso en tiempos difíciles, nunca dejó de crear.","Mesmo em tempos difíceis, ele nunca deixou de criar.","Bahkan di masa-masa sulit pun, ia tidak pernah berhenti berkarya.","힘든 시간 속에서도, 그는 만드는 일을 멈추지 않았습니다.","Zor zamanlarda bile üretmeyi hiç bırakmadı."
L084,S036,520900,527500,00:08:40:27,"Even if it was not the same path as before, he moved forward again.",前と同じ道ではなくても、彼はまた前へ進みました。,"Aunque no fuera el mismo camino de antes, volvió a avanzar.","Mesmo que não fosse o mesmo caminho de antes, ele voltou a seguir em frente.","Meskipun itu bukan jalan yang sama seperti sebelumnya, ia kembali melangkah maju.","예전과 같은 길은 아니었지만, 그는 다시 앞으로 나아갔습니다.","Eskisiyle aynı yol olmasa bile, yeniden ileriye yürüdü."
L085,S037,527500,533467,00:08:47:15,"So what remains in this story is not just success itself.",だからこの物語に残るのは、成功そのものだけではありません。,"Así que lo que permanece en esta historia no es solo el éxito en sí.","Por isso, o que permanece nesta história não é apenas o sucesso em si.","Jadi, yang tersisa dalam kisah ini bukan hanya kesuksesan itu sendiri.","그래서 이 이야기에 남는 것은 성공 그 자체만이 아닙니다.","Bu yüzden bu hikâyede geriye kalan şey, sadece başarının kendisi değildir."
L086,S037,533467,538967,00:08:53:14,"Even after losing something great, it is not the end.",大きなものを失っても、まだ終わりではないということです。,"Incluso después de perder algo grande, no es el final.","Mesmo depois de perder algo grandioso, isso não é o fim.","Bahkan setelah kehilangan sesuatu yang besar, itu bukanlah akhir.","큰 것을 잃었다고 해도, 그것이 아직 끝은 아니라는 것입니다.","Büyük bir şeyi kaybettikten sonra bile, bu son değildir."
L087,S038,538967,543231,00:08:58:29,"Perhaps Jobs showed that through his own life.",ジョブズは、そのことを自分の人生で見せたのかもしれません。,"Quizás Jobs mostró eso a través de su propia vida.","Talvez Jobs tenha mostrado isso por meio da própria vida.","Mungkin Jobs menunjukkan hal itu melalui hidupnya sendiri.","어쩌면 잡스는 자신의 삶을 통해 그것을 보여 주었는지도 모릅니다.","Belki de Jobs bunu kendi hayatıyla gösterdi."
